iter	Passed	Remaining
3216	298748	165579
3217	298840	165485
3218	298945	165399
3219	299049	165312
3220	299154	165226
3221	299261	165141
3222	299357	165050
3223	299457	164961
3224	299544	164865
3225	299633	164770
3226	299738	164684
3227	299884	164620
3228	299974	164525
3229	300088	164444
3230	300180	164351
3231	300304	164275
3232	300411	164190
3233	300515	164103
3234	300630	164022
3235	300720	163927
3236	300814	163835
3237	300897	163737
3238	301006	163652
3239	301109	163565
3240	301226	163485
3241	301324	163395
3242	301410	163298
3243	301507	163208
3244	301611	163121
3245	301730	163042
3246	301817	162945
3247	301925	162861
3248	302039	162779
3249	302144	162693
3250	302241	162602
3251	302340	162512
3252	302449	162428
3253	302575	162352
3254	302665	162258
3255	302756	162164
3256	302848	162070
3257	302960	161988
3258	303071	161904
3259	303176	161818
3260	303280	161731
3261	303380	161641
3262	303478	161551
3263	303586	161466
3264	303692	161380
3265	303803	161296
3266	303902	161206
3267	304018	161126
3268	304109	161032
3269	304215	160945
3270	304313	160855
3271	304417	160768
3272	304519	160679
3273	304620	160591
3274	304722	160502
3275	304847	160426
3276	304947	160337
3277	305050	160249
3278	305156	160163
3279	305278	160085
3280	305415	160015
3281	305516	159925
3282	305613	159835
3283	305735	159756
3284	305831	159665
3285	305923	159571
3286	306034	159488
3287	306152	159407
3288	306259	159322
3289	306367	159236
3290	306472	159149
3291	306558	159052
3292	306675	158972
3293	306779	158884
3294	306886	158798
3295	306976	158703
3296	307077	158614
3297	307173	158523
3298	307266	158429
3299	307361	158337
3300	307463	158249
3301	307567	158161
3302	307656	158066
3303	307756	157976
3304	307863	157890
3305	307978	157808
3306	308088	157724
3307	308200	157640
3308	308307	157554
3309	308407	157464
3310	308515	157379
3311	308604	157283
3312	308710	157197
3313	308817	157111
3314	308914	157019
3315	309026	156936
3316	309127	156847
3317	309223	156755
3318	309311	156659
3319	309407	156567
3320	309530	156489
3321	309637	156403
3322	309745	156317
3323	309848	156229
3324	309952	156141
3325	310051	156051
3326	310153	155962
3327	310264	155878
3328	310360	155786
3329	310454	155693
3330	310555	155604
3331	310672	155522
3332	310778	155436
3333	310895	155354
3334	311015	155274
3335	311110	155182
3336	311195	155084
3337	311298	154996
3338	311402	154908
3339	311511	154823
3340	311616	154735
3341	311716	154645
3342	311803	154549
3343	311906	154461
3344	311998	154366
3345	312091	154273
3346	312199	154187
3347	312303	154099
3348	312411	154013
3349	312506	153921
3350	312603	153829
3351	312710	153742
3352	312856	153675
3353	313073	153643
3354	313184	153558
3355	313283	153467
3356	313398	153385
3357	313545	153317
3358	313670	153239
3359	313780	153154
3360	313897	153072
3361	314016	152992
3362	314145	152915
3363	314271	152838
3364	314387	152755
3365	314492	152667
3366	314602	152582
3367	314704	152493
3368	314815	152408
3369	314922	152321
3370	315027	152233
3371	315127	152143
3372	315232	152055
3373	315330	151964
3374	315441	151879
3375	315541	151789
3376	315644	151699
3377	315743	151609
3378	315859	151526
3379	315963	151437
3380	316057	151344
3381	316153	151252
3382	316265	151167
3383	316362	151076
3384	316468	150988
3385	316575	150901
3386	316670	150808
3387	316767	150716
3388	316873	150629
3389	316977	150540
3390	317070	150447
3391	317164	150353
3392	317265	150263
3393	317383	150181
3394	317470	150085
3395	317576	149998
3396	317675	149906
3397	317766	149812
3398	317864	149720
3399	317963	149630
3400	318077	149546
3401	318212	149471
3402	318318	149384
3403	318418	149293
3404	318518	149203
3405	318621	149114
3406	318725	149025
3407	318826	148935
3408	318930	148846
3409	319046	148763
3410	319162	148680
3411	319256	148587
3412	319364	148500
3413	319476	148415
3414	319588	148330
3415	319703	148246
3416	319798	148153
3417	319898	148063
3418	320015	147980
3419	320122	147892
3420	320228	147804
3421	320330	147715
3422	320436	147627
3423	320543	147540
3424	320651	147452
3425	320770	147370
3426	320888	147288
3427	320994	147200
3428	321085	147105
3429	321199	147021
3430	321312	146936
3431	321420	146849
3432	321522	146759
3433	321640	146676
3434	321755	146593
3435	321861	146505
3436	321956	146411
3437	322062	146323
3438	322174	146238
3439	322273	146147
3440	322385	146061
3441	322500	145977
3442	322596	145885
3443	322702	145797
3444	322807	145708
3445	322921	145624
3446	323026	145535
3447	323132	145447
3448	323237	145358
3449	323342	145269
3450	323449	145182
3451	323604	145115
3452	323707	145026
3453	323808	144935
3454	323914	144847
3455	324005	144752
3456	324147	144680
3457	324272	144600
3458	324384	144514
3459	324491	144427
3460	324603	144341
3461	324705	144251
3462	324817	144165
3463	324920	144075
3464	325032	143990
3465	325121	143894
3466	325240	143811
3467	325400	143746
3468	325545	143675
3469	325670	143595
3470	325770	143504
3471	325881	143418
3472	325989	143330
3473	326083	143236
3474	326190	143148
3475	326291	143057
3476	326390	142965
3477	326485	142872
3478	326586	142781
3479	326693	142693
3480	326781	142597
3481	326865	142498
3482	326965	142408
3483	327072	142319
3484	327175	142229
3485	327267	142134
3486	327369	142044
3487	327469	141953
3488	327590	141871
3489	327700	141784
3490	327792	141689
3491	327899	141601
3492	327995	141508
3493	328095	141417
3494	328190	141324
3495	328304	141238
3496	328415	141152
3497	328500	141054
3498	328599	140962
3499	328690	140867
3500	328803	140781
3501	328908	140692
3502	329019	140605
3503	329123	140516
3504	329223	140424
3505	329324	140334
3506	329444	140250
3507	329570	140170
3508	329678	140082
3509	329788	139995
3510	329899	139908
3511	330013	139823
3512	330106	139729
3513	330224	139645
3514	330321	139552
3515	330429	139464
3516	330513	139366
3517	330617	139276
3518	330711	139182
3519	330824	139096
3520	330921	139004
3521	331013	138909
3522	331107	138815
3523	331200	138720
3524	331297	138628
3525	331391	138534
3526	331492	138443
3527	331593	138351
3528	331696	138261
3529	331805	138173
3530	331902	138081
3531	331993	137986
3532	332094	137895
3533	332187	137800
3534	332282	137706
3535	332374	137612
3536	332464	137516
3537	332566	137425
3538	332664	137333
3539	332756	137238
3540	332869	137152
3541	332963	137058
3542	333075	136971
3543	333185	136884
3544	333276	136789
3545	333365	136692
3546	333457	136598
